Nama Hotel,Tipe Properti,Bintang Hotel,Rating,Lokasi,Harga Diskon,Harga Asli,Fasilitas,URL Gambar
N. Hotel,Hotel,2,N/A,"Gajah Mada, Jakarta",Rp 208.020,Rp 277.359,Hewan besar diizinkan; Hewan kecil diizinkan; Aksesibel bagi penyandang disabilitas,"https://ik.imagekit.io/tvlk/apr-asset/p8EuABHS2sbhHoBGG5-47sW9QD93WhQr5VVZ6b4cXGI=/giata/bigger/66/662618/662618a_hb_a_001.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Aranis Hotel Jakarta,Hotel,2,7.7 (101 ulasan),"Mangga Besar, Jakarta",Rp 245.700,Rp 327.599,Great value in its class,N/A
FLAMINGO RESIDENCE,Guest House,0,7.1 (5 ulasan),"Setiabudi, Jakarta",Rp 279.279,Rp 372.371,,N/A
RedDoorz near Kemang Square,Hotel,1,7.4 (9 ulasan),"Fatmawati, Jakarta",Rp 199.312,Rp 265.749,,N/A
West Vista Apartement,Apartemen,0,7.2 (23 ulasan),"Duri Kosambi, Jakarta",Rp 270.270,Rp 360.359,,N/A
Hotel O Mangga Besar Near Mangga Besar Station Formerly Warna Warni Residence,Rumah,4,8.5 (1 ulasan),"Mangga Besar, Jakarta",Rp 130.759,Rp 174.345,Check-out ekspress,N/A
“Apartement Sentra Timur By Damz Apart”,Apartemen,0,N/A,"Pulogebang, Jakarta",Rp 206.612,Rp 275.482,Area main anak; Pusat kebugaran,N/A
Kalibata City Apartment by ARSKALCIT,Apartemen,0,7.7 (91 ulasan),"Kalibata, Jakarta",Rp 286.650,Rp 382.199,Great value in its class; Basket; Karaoke; Layanan pijat,N/A
Apartement Puri Orchard by Nusalink,Hotel,0,4.6 (2 ulasan),"Cengkareng, Jakarta",Rp 204.750,Rp 272.999,,N/A
Apartment City Park Tower H18 Pelangi Rooms RedPartner,Hotel,2,N/A,"Cengkareng Timur, Jakarta",Rp 198.011,Rp 264.014,,N/A
Karsa Utama Hotel,Hotel,2,8.0 (550 ulasan),"Kebon Kacang, Jakarta",Rp 252.777,Rp 337.035,Karaoke; Fasilitas bisnis; Antar-jemput bandara,N/A
RedDoorz @ Jalan Biak Roxy Jakarta,Hotel,1,7.9 (18 ulasan),"Cideng, Jakarta",Rp 171.632,Rp 228.842,,N/A
Bassura City Apartment by Sang Living,Apartemen,0,7.6 (14 ulasan),"Cipinang, Jakarta",Rp 270.271,Rp 360.361,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680003396-2824d2b1305a6a1192774eb040dbb021.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Bangka Suite,Hotel,3,8.2 (1 ulasan),"Kemang, Jakarta",Rp 391.287,Rp 521.715,,"https://ik.imagekit.io/tvlk/apr-asset/n--d71KSp+9qx0rsggatXBX58KaM1H0AOPaS7yg78T8=/PROD/MGDocuments/ID10015614/Photos/b0cd6730-d75f-42cc-93b1-ae0ce6005eaf.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Metro Park Residence,Apartemen,0,8.3 (13 ulasan),"Kedoya Selatan, Jakarta",Rp 533.643,Rp 711.523,,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20042093-eb01e3adf0ed86679dcd6d5d8f45a387.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Best Western Kemayoran Jakarta,Lainnya,4,9.8 (2 ulasan),"Kemayoran, Jakarta",Rp 2.126.047,Rp 2.834.729,,N/A
Sapphire Apartel Sentra Timur by Kav,Apartemen,0,8.5 (2 ulasan),"Pulogebang, Jakarta",Rp 245.700,Rp 327.599,Basket,N/A
Luxeur Setiabudi Managed by Avalon,Lainnya,3,9.1 (1 ulasan),"Setiabudi, Jakarta",Rp 638.810,Rp 851.746,,N/A
New Fully Furnished Studio at Gold Coast PIK,Apartemen,3,8.2 (3 ulasan),"Kamal Muara, Jakarta",Rp 868.919,Rp 1.158.558,,N/A
Hotel Permai,Hostel,1,7.6 (431 ulasan),"Mangga Besar, Jakarta",Rp 184.275,Rp 245.699,Layanan pijat,N/A
Wisma Bintang RedPartner,Hotel,1,8.5 (3 ulasan),"Tanah Tinggi, Jakarta",Rp 139.745,Rp 186.326,,N/A
RedLiving Kebagusan City Apartemen by Sleep Room,Apartemen,0,8.5 (1 ulasan),"Kebagusan, Jakarta",Rp 316.003,Rp 421.337,,N/A
Pejaten Valley Residence By Zuzu,Hotel,3,10.0 (1 ulasan),"Pejaten Barat, Jakarta",Rp 356.620,Rp 475.493,,N/A
Homey and Spacious 3BR at Green Bay Pluit Apartment By Travelio,Apartemen,0,N/A,"Pluit, Jakarta",Rp 833.478,Rp 1.111.303,Great value in its class; Dapur kecil,N/A
Apatel Paradise Mansion,Apartemen,0,6.5 (32 ulasan),"Pegadungan, Jakarta",Rp 283.784,Rp 378.378,,N/A
Rosa Luxury Jagakarsa RedPartner,Hotel,1,7.8 (10 ulasan),"Ciganjur, Jakarta",Rp 311.674,Rp 415.565,,N/A
RedDoorz @ Kemanggisan Raya,Hotel,1,7.5 (37 ulasan),"Kemanggisan, Jakarta",Rp 205.253,Rp 273.670,Great value in its class,N/A
Hotel Harapan Jaya,Hotel,1,7.8 (2 ulasan),"Kramat, Jakarta",Rp 155.610,Rp 207.479,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680031466-24d64454a5b57351b768a5c61522e278.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-226,pr-true,q-80,w-300"
RedDoorz @ Tebet Barat 2,Hotel,1,7.7 (11 ulasan),"Tebet, Jakarta",Rp 250.884,Rp 334.511,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67860176-e3c73127109f567d9833250c18f6df62.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfort and Luxury Private Room at Goldcoast PIK,Apartemen,0,9.3 (4 ulasan),"Kamal Muara, Jakarta",Rp 683.506,Rp 911.341,Basket; Tennis; Dapur kecil; Pusat kebugaran; Lapangan tennis outdoor,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680003914-0ac30eb7d8b9bff21ad347eef343a5b2.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
RedLiving Apartemen Kebagusan City - Niki Room,Hotel,3,7.9 (10 ulasan),"Kebagusan, Jakarta",Rp 343.089,Rp 457.451,,N/A
M o M Guest House,Guest House,1,7.9 (103 ulasan),"Mangga Besar, Jakarta",Rp 162.981,Rp 217.307,,N/A
Tangki Residence 1 RedPartner,Guest House,0,7.4 (7 ulasan),"Mangga Besar, Jakarta",Rp 116.315,Rp 155.086,,N/A
Apartemen City park by Pelangi Nusantara  Room,Apartemen,1,7.9 (176 ulasan),"Cengkareng Timur, Jakarta",Rp 247.338,Rp 329.783,,N/A
Hotel Focus,Hotel,2,8.0 (229 ulasan),"Kebon Kacang, Jakarta",Rp 385.749,Rp 514.331,Hewan peliharaan diizinkan; Sewa mobil; Layanan pijat; Spa,N/A
Spacious and Homey 2BR L'Avenue Apartment By Travelio,Apartemen,0,8.0 (3 ulasan),"Pancoran, Jakarta",Rp 1.120.104,Rp 1.493.471,Dapur kecil; Pusat kebugaran,N/A
Spacious 1BR for 5 Pax at Maple Park By Travelio,Apartemen,0,6.6 (4 ulasan),"Kemayoran, Jakarta",Rp 523.132,Rp 697.509,Dapur kecil; Pusat kebugaran,N/A
The Boulevard Apartment by AbdiHome,Apartemen,0,8.0 (12 ulasan),"Tanah Abang, Jakarta",Rp 429.975,Rp 573.299,Great value in its class; Ruang santai; Aktivitas outdoor; Area main anak,N/A
Hotel 678 Kemang powered by Cocotel,Hotel,3,8.5 (1 ulasan),"Kemang, Jakarta",Rp 252.428,Rp 336.570,,N/A
The Aspen Residences,Apartemen,4,9.0 (66 ulasan),"Pondok Labu, Jakarta",Rp 1.146.601,Rp 1.528.801,Teras rooftop; Aksesibel bagi penyandang disabilitas,N/A
House of Tugu Old Town Jakarta,Hotel,5,10.0 (1 ulasan),"Pinangsia, Jakarta",Rp 2.684.888,Rp 3.579.850,Spa; Bar,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/110000000/109780000/109770400/109770373/a74d1d7a_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
3BR Comfy Pancoran L'Avenue Apartment By Travelio,Apartemen,0,6.3 (10 ulasan),"Pancoran, Jakarta",Rp 1.613.615,Rp 2.151.486,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67790693-5ab3f1110369eff6958e33e1c9b00b0e.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-226,pr-true,q-80,w-300"
Homey and Full Furnished 3BR Apartment Nifarro Park By Travelio,Apartemen,3,9.4 (1 ulasan),"Pejaten Timur, Jakarta",Rp 1.004.241,Rp 1.338.987,Great value in its class; Area main anak,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680037377-293f2de51238067c4137d2e34aa74c98.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfort Living and Minimalist 2BR at Signature Park Grande Apartment By Travelio,Apartemen,0,9.7 (1 ulasan),"Cawang, Jakarta",Rp 855.352,Rp 1.140.469,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67835881-f47c195c9863656b9b47c32c7b4e3ed5.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
19 Avenue Apartemen,Apartemen,0,8.4 (5 ulasan),"Daan Mogot, Jakarta",Rp 204.750,Rp 272.999,Tanda khusus bagi tuna netra; Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680027091-b8d52f028a637923d140d5ce555e07c9.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
RedDoorz Hostel near LTC Glodok,Hotel,0,N/A,"Glodok, Jakarta",Rp 189.602,Rp 252.802,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680017487-24606fc94da268d1d37bb3ae31fc9e4c.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Modern 2BR at The Belleza Apartment,Apartemen,3,8.5 (1 ulasan),"Permata Hijau, Jakarta",Rp 1.122.353,Rp 1.496.470,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/54000000/53420000/53419000/53418934/64ea321e_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Tidung Lagoon,Resor,0,7.2 (9 ulasan),"Pulau Tidung, Jakarta",Rp 1.678.952,Rp 2.238.602,Great value in its class; Banana boat; Kano; Penyewaan sepeda,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/67750268-1280x960-FIT_AND_TRIM-9bd001fd1f3473e9a8321decaa8e0243.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
2BR L'Avenue Apartment By Travelio,Apartemen,0,9.1 (2 ulasan),"Pancoran, Jakarta",Rp 1.090.474,Rp 1.453.965,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67788749-fd29399e34139e3b9b9d69ea5ec6beed.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Apartemen Daan Mogot City by Nusalink,Hotel,0,6.1 (11 ulasan),"Semanan, Jakarta",Rp 376.740,Rp 502.319,Pengering pakaian; Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680000784-7286d22eed56a5baa0bf3ad012b1d4eb.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Warm Interior and Comfy 3BR Apartment H Residence near MT Haryono By Travelio,Apartemen,0,N/A,"Jatinegara, Jakarta",Rp 1.152.057,Rp 1.536.075,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67819367-547fe0910fbebbfcda67c2871b4d5a28.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Apatel Green Central City Glodok,Apartemen,0,7.2 (17 ulasan),"Glodok, Jakarta",Rp 366.912,Rp 489.215,Dapur kecil,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67810716-1c5ed9ec5c4a5c4b92dbc958c15a22e0.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
RedLiving Apartemen Sunter Park View - Emma Rooms,Hotel,2,7.3 (8 ulasan),"Sunter, Jakarta",Rp 298.968,Rp 398.623,,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67865218-6f879eb269dd83f674f7a14f917bec14.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Spacious 3BR Residence at Grand Palace Kemayoran Apartment,Apartemen,4,N/A,"Kemayoran, Jakarta",Rp 879.050,Rp 1.172.066,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/65000000/64110000/64105200/64105123/c47e8f33_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Suite 3BR Kemang Village Apartment,Apartemen,3,N/A,"Kemang, Jakarta",Rp 2.881.916,Rp 3.842.554,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/49000000/48980000/48975300/48975249/03863a97_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
TURU Indah Living Space,Homestay,0,7.7 (6 ulasan),"Sunter, Jakarta",Rp 163.800,Rp 218.399,,N/A
Mall Access 2BR at Bassura City Apartment By Travelio,Apartemen,0,7.0 (5 ulasan),"Cipinang, Jakarta",Rp 651.697,Rp 868.929,Great value in its class; Dapur kecil; Pusat kebugaran,N/A
Pax Hotel Jakarta,Lainnya,3,8.5 (1 ulasan),"Pal Meriam, Jakarta",Rp 311.529,Rp 415.371,,N/A
Cemara 38 Cottage,Homestay,0,8.2 (27 ulasan),"Pulau Tidung, Jakarta",Rp 389.025,Rp 518.699,Ruang santai; Kano; Bersepeda atau bersepeda gunung; Penitipan sepeda,N/A
Homey and Brand New Studio at Gold Coast Apartment PIK By Travelio,Apartemen,3,8.8 (1 ulasan),"Kamal Muara, Jakarta",Rp 794.626,Rp 1.059.501,Great value in its class; Area main anak; Dapur kecil; Pusat kebugaran,N/A
Simple 2BR Bassura City Apartment Connect to Swimming Pool By Travelio,Apartemen,0,7.4 (2 ulasan),"Cipinang, Jakarta",Rp 495.561,Rp 660.747,Dapur kecil; Pusat kebugaran,N/A
Brand New 2BR at Sudirman Suites Apartment By Travelio Premium,Apartemen,0,8.5 (1 ulasan),"Sudirman, Jakarta",Rp 1.761.170,Rp 2.348.226,Dapur kecil; Pusat kebugaran,N/A
Homey and Comfort 2BR at Titanium Square Apartment By Travelio,Apartemen,0,N/A,"Pekayon, Jakarta",Rp 493.862,Rp 658.482,Great value in its class; Dapur kecil,N/A
1BR Apartment with Queen Bed at Ancol Marina near Dufan By Travelio,Apartemen,0,6.6 (2 ulasan),"Ancol, Jakarta",Rp 548.228,Rp 730.970,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67806048-279c91650ce9a3516d91b3315dbcd1b1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
2BR Exclusive Apartment at Elpis Residence By Travelio,Apartemen,0,N/A,"Gunung Sahari, Jakarta",Rp 638.120,Rp 850.826,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67788438-21ef27913a990488557021208a423223.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
2BR Residence at Ciputra International Apartment By Travelio,Apartemen,0,8.2 (5 ulasan),"Rawa Buaya, Jakarta",Rp 1.016.031,Rp 1.354.707,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67798885-bd3b7b284357f5553dbac5c027d2d725.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Homey and Comfortable 3BR at Marina Ancol Apartment By Travelio,Apartemen,0,N/A,"Ancol, Jakarta",Rp 975.915,Rp 1.301.219,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680019955-9237db2745bdb33207a1a0c088892fb9.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Strategic and Comfort 2BR at Bassura City Apartment By Travelio,Apartemen,0,10.0 (1 ulasan),"Cipinang, Jakarta",Rp 541.986,Rp 722.647,Great value in its class; Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67832472-b31731b97942df91d81427c02a6dc46a.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
2BR + 1 Study Room Cozy Apartment Seaview at Mediterania Marina Ancol By Travelio,Apartemen,0,9.5 (3 ulasan),"Ancol, Jakarta",Rp 1.059.007,Rp 1.412.009,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67788624-bfc5553a1e44726a3fd27c76622a6348.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Griya Lebak Bulus,Hotel,3,8.2 (4 ulasan),"Cilandak Barat, Jakarta",Rp 329.973,Rp 439.963,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/58000000/57480000/57480000/57479921/de809024_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Losari Blok M2 Hotel Jakarta,Hotel,2,8.5 (1 ulasan),"Panglima Polim, Jakarta",Rp 399.710,Rp 532.946,Sewa mobil; Layanan pijat; Aksesibel bagi penyandang disabilitas; Spa; Bar,"https://ik.imagekit.io/tvlk/apr-asset/p8EuABHS2sbhHoBGG5-47sW9QD93WhQr5VVZ6b4cXGI=/giata/bigger/21/216435/216435a_hb_a_001.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
The Bellezza Hotel and Apartment Senayan,Lainnya,4,N/A,"Permata Hijau, Jakarta",Rp 748.958,Rp 998.610,,N/A
Comfy Studio Room with City View at Menteng Park Apartment,Apartemen,3,7.5 (2 ulasan),"Cikini, Jakarta",Rp 651.689,Rp 868.918,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/45000000/44230000/44223300/44223241/7b5254d2_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Batavia Apartment Serviced Residence,Lainnya,4,N/A,"Karet Tengsin, Jakarta",Rp 797.719,Rp 1.063.625,Spa,N/A
Homey 2BR Apartment @ Belmont Residence,Apartemen,3,5.4 (2 ulasan),"Kebon Jeruk, Jakarta",Rp 962.523,Rp 1.283.363,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/65000000/64110000/64105300/64105245/e206f1be_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Spacious and Best Place 3BR at Sudirman Tower Condominium Apartment By Travelio,Apartemen,3,N/A,"Karet Semanggi, Jakarta",Rp 1.679.928,Rp 2.239.903,Great value in its class; Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680032608-e505d744da7bba858b99e2f3b1bb9d08.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfy and Strategic 2BR at Menteng Square Apartment,Apartemen,4,N/A,"Kenari, Jakarta",Rp 714.685,Rp 952.913,,"https://ik.imagekit.io/tvlk/apr-asset/TzEv3ZUmG4-4Dz22hvmO9NUDzw1DGCIdWl4oPtKumOg=/lodging/71000000/70030000/70027200/70027157/6f35974e_z.jpg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Best Studio Room Apartment at Capitol Park Residence By Travelio,Apartemen,0,N/A,"Kenari, Jakarta",Rp 934.925,Rp 1.246.566,Dapur kecil; Pusat kebugaran,N/A
Minimalist & Clean 2BR Bassura City Apartment By Travelio,Apartemen,0,7.6 (3 ulasan),"Cipinang, Jakarta",Rp 541.115,Rp 721.486,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67794827-a5f6700456cb57e61423d7350cdf1943.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Studio Room with City View Apartment at Menteng Park By Travelio,Apartemen,0,N/A,"Cikini, Jakarta",Rp 609.734,Rp 812.978,Great value in its class; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67789319-074ef98fe5fa40b301f99c245ec502b7.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Best Location and Cozy 2BR The H Residence Apartment By Travelio,Apartemen,0,6.0 (1 ulasan),"Jatinegara, Jakarta",Rp 835.356,Rp 1.113.807,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67795687-228a8710487b24aa1ebbe3209941b89b.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Best Studio Menteng Park Apartment By Travelio,Apartemen,0,N/A,"Cikini, Jakarta",Rp 767.102,Rp 1.022.802,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/dgXfoyh24ryQLRcGq00cIdKHRmotrWLNlvG-TxlcLxGkiDwaUSggleJNPRgIHCX6/hotel/asset/20039549-984d14877a18c568f359f6fadcb52235.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Comfy and Warm Studio at Ciputra World 2 Apartment By Travelio,Apartemen,3,N/A,"Karet Semanggi, Jakarta",Rp 835.727,Rp 1.114.302,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/680041748-cd27d34bb0b8f1cc53b91f8110bee128.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
Elegant and Cozy 1BR Apartment The Boulevard By Travelio,Apartemen,3,N/A,"Tanah Abang, Jakarta",Rp 783.369,Rp 1.044.491,Area main anak; Pusat kebugaran,N/A
Simple Studio Apartment at Bassura City By Travelio,Apartemen,0,9.2 (6 ulasan),"Cipinang, Jakarta",Rp 434.464,Rp 579.285,Area main anak; Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67819400-32063befdecfe2e0aac104af4c97dda1.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
﻿2BR Deluxe and Pleasant Menteng Park Apartment By Travelio,Apartemen,0,N/A,"Cikini, Jakarta",Rp 1.194.777,Rp 1.593.035,Dapur kecil; Pusat kebugaran,"https://ik.imagekit.io/tvlk/apr-asset/Ixf4aptF5N2Qdfmh4fGGYhTN274kJXuNMkUAzpL5HuD9jzSxIGG5kZNhhHY-p7nw/hotel/asset/67795399-b71296363275aa32684d8b7a91058cf0.jpeg?_src=imagekit&tr=f-jpg,fo-auto,h-161,pr-true,q-80,w-300"
